0.680375,-0.0855207,-0.827897,-0.882483,-0.0876971,-0.355182,0.118654,-0.890005,-0.151149,-0.792136,-0.917059,0.0862336,-0.43409,-0.324702,0.581039,-0.235886,-0.027507,0.470933,-0.327595,0.152299,-0.207233,-0.380651,-0.584944,-0.103028,0.286987,0.264689,0.420069,0.618126,-0.347144,-0.989031,-0.796276,-0.515493,-0.239479,-0.291686,-0.721887,-0.638632,-0.90094,0.0062432,-0.134123,-0.400437,0.879708,-0.767192,0.826308,-0.911307,0.0734583,0.581573,-0.547131,-0.459096,0.555429,-0.0615934,0.160033,0.246381,0.842721,0.558494,-0.871454,-0.265522,0.0301121,-0.51663,-0.760269,0.376254,0.486172,-0.482538,-0.229704,0.514331,0.665997,0.334297,-0.0839572,-0.644076,0.384766,0.336972,-0.770199,-0.508539,0.15024,0.880611,0.0890933,0.778739,0.06752,0.406009,-0.935021,0.542828
-0.211234,0.280736,-0.638228,-0.972238,-0.5025,-0.955678,-0.0699838,0.971359,-0.87491,0.880014,0.713679,0.462907,0.338976,-0.167064,-0.591382,-0.470034,-0.211208,-0.371809,0.329904,-0.632721,0.77619,-0.575081,0.94963,-0.405671,-0.444952,-0.153759,0.106245,-0.848432,0.000254028,-0.36096,-0.784765,0.317547,-0.163125,-0.0129789,0.263373,0.360101,-0.766253,0.689661,-0.857155,0.121312,0.532711,0.52533,-0.271248,-0.742787,0.744795,0.438217,0.0376526,0.139394,0.0845277,0.291467,-0.865918,0.942677,0.57768,0.750561,0.165811,-0.297987,0.216774,0.0633661,-0.810036,-0.48923,-0.0951723,-0.19765,0.814335,0.246569,-0.917282,-0.139396,0.525781,0.558881,0.344015,-0.8214,0.45329,0.937998,0.684125,0.479168,-0.374566,0.427393,-0.389606,0.214505,-0.812975,0.164947
0.566198,0.434183,-0.147154,0.244423,-0.86008,-0.530378,0.432882,-0.00560741,0.582196,0.109396,-0.601605,0.292218,-0.736387,0.0873546,-0.394702,-0.996198,0.906202,-0.340691,-0.942809,0.473582,0.557755,0.517358,0.297383,-0.99175,-0.168621,-0.296636,-0.46442,-0.401569,0.542806,0.166773,0.0333489,-0.370208,-0.31103,0.12093,0.0368239,-0.532976,0.868188,-0.833203,0.579554,-0.84473,0.677101,0.872909,-0.914682,-0.85507,-0.180933,0.506124,-0.544687,0.0628187,-0.876671,0.115383,-0.10205,-0.497541,0.992256,-0.58722,0.42088,0.157783,-0.312206,-0.273651,-0.242394,-0.902792,-0.981658,-0.762594,0.569346,-0.201176,0.777589,0.920444,-0.0567341,-0.42984,0.0822252,-0.483877,0.703126,0.314991,-0.538353,0.988191,0.668236,0.965451,-0.635221,0.872011,-0.577815,0.247517
0.59688,-0.0798651,-0.905868,-0.92173,0.484195,-0.290507,0.868181,-0.0652111,-0.421829,-0.345832,-0.289701,0.401816,0.0261702,0.436514,0.484167,0.561554,0.451186,-0.710435,0.443574,-0.215859,-0.985821,-0.0438854,0.863781,0.354565,0.0582548,-0.571768,-0.501105,-0.51424,0.801701,0.8579,0.953586,0.287927,-0.498177,-0.417175,-0.206143,0.429307,0.255314,-0.986461,0.273366,0.892957,-0.921615,0.243581,-0.0912067,-0.331778,-0.663667,-0.44346,-0.589274,0.742507,-0.77745,-0.0848952,0.0212677,0.673707,0.133904,-0.48452,-0.789018,0.279925,-0.155765,0.214174,-0.84572,-0.824781,-0.162544,-0.808361,-0.300732,-0.831842,-0.65281,0.906522,-0.968807,-0.592328,-0.452779,-0.15121,-0.88157,0.0923475,0.626244,0.603433,-0.336227,0.845532,-0.450799,0.889198,0.030779,-0.56886
0.823295,0.0822792,-0.386195,-0.556898,-0.56613,0.172071,0.853103,0.728894,-0.991596,0.214612,-0.308414,-0.864825,0.718953,-0.537429,0.855874,0.257031,-0.903483,-0.0577369,0.982906,-0.748763,0.236524,0.777384,-0.933722,0.516201,0.213781,0.335332,-0.280168,-0.406438,0.085163,-0.873213,0.973557,-0.634506,-0.494492,0.875358,-0.236534,0.781501,-0.0281098,-0.858365,0.983922,0.180408,0.0359476,-0.427879,-0.555307,0.3601,-0.954513,0.79246,-0.0975149,-0.202226,0.410597,-0.859316,0.312117,-0.922052,-0.617904,0.191236,-0.492105,0.0662422,0.582127,0.199015,0.331712,-0.392955,0.977921,-0.783946,0.634724,-0.0391013,-0.773749,0.117074,-0.430744,-0.671825,-0.0900425,0.189634,-0.700744,0.260187,0.725281,0.803553,0.551035,-0.392912,0.934947,-0.217633,0.636312,-0.5727
-0.604897,-0.988314,0.65541,-0.193139,-0.404175,-0.978177,-0.614887,-0.528122,0.567729,0.0733833,0.347654,-0.924028,-0.323172,0.576813,0.785679,-0.45379,0.4792,0.684835,-0.816372,-0.320154,-0.0405837,-0.0630101,-0.862115,0.431358,0.819733,0.129508,-0.78686,-0.850624,-0.0115669,-0.642155,0.231803,0.443437,0.5505,-0.729134,0.400091,-0.547988,0.180817,0.397434,0.63582,-0.798591,0.339717,0.350112,-0.307335,-0.435072,0.866318,0.21844,0.387374,0.810644,-0.512343,-0.285824,0.417695,-0.765922,0.877715,-0.635061,-0.32774,0.318277,-0.329776,-0.382729,0.119701,-0.865617,0.861493,-0.563771,0.356912,0.0780302,0.315806,-0.975976,-0.596357,-0.117575,-0.148387,0.0970028,-0.296728,-0.502517,0.0228086,0.849005,-0.330844,-0.837128,0.707426,-0.8872,-0.438224,-0.15928
-0.329554,-0.462632,0.775929,0.658029,-0.525357,-0.741777,-0.914848,0.179879,-0.140346,0.821755,0.773289,-0.0529982,0.366968,0.904144,0.359666,-0.374994,-0.735173,0.883671,-0.253897,-0.742925,-0.576257,-0.0473085,-0.682766,0.376052,0.0640918,0.828781,0.0899873,-0.517137,-0.562952,-0.301194,-0.117439,0.584355,0.296006,0.873941,0.281845,-0.63084,-0.588224,-0.238218,0.0566483,-0.0474014,-0.841846,0.509092,0.552435,-0.469843,-0.198513,0.608185,-0.428486,-0.00708197,0.92314,0.851535,0.14928,-0.0106349,0.132938,-0.14898,0.0336742,0.273111,-0.0830471,-0.810369,-0.460782,0.0204023,-0.418649,-0.674264,0.257628,0.418297,-0.234462,-0.397065,-0.0771688,-0.605328,-0.649548,0.3859,-0.817193,-0.537079,0.454705,0.869078,-0.610607,0.9871,-0.84161,0.803379,-0.0244696,0.42665
0.536459,-0.616739,-0.894046,-0.215642,-0.561394,0.953381,-0.879066,-0.230734,-0.755931,-0.3496,0.551553,-0.704459,-0.0649414,-0.402514,0.601116,0.819148,0.495473,-0.511834,-0.828204,-0.854107,0.467357,-0.846945,0.494462,0.491641,0.297564,0.348501,-0.432827,-0.681491,0.236008,0.800663,0.500851,0.311797,-0.866195,-0.779069,-0.20613,-0.263563,0.173542,-0.657374,0.381018,0.361808,0.677172,-0.717529,0.999229,-0.980485,-0.418239,0.574874,-0.375098,0.561475,-0.852104,0.064049,0.428888,-0.0901126,-0.721422,0.699475,0.755892,0.389378,0.305276,0.527729,-0.464291,0.978226,-0.78189,0.623479,-0.329263,-0.445391,0.637252,-0.492631,0.0305713,0.546282,0.25763,0.162715,-0.939728,0.412294,-0.738239,0.777454,-0.149526,-0.674667,0.919323,-0.134413,-0.867263,-0.50162
-0.444451,0.386741,-0.896262,0.851757,0.959075,0.269445,-0.541841,0.337303,-0.249738,-0.993717,0.641882,-0.271302,0.813836,-0.841103,0.446472,-0.670201,0.294469,-0.860816,-0.12351,-0.241394,-0.154236,0.267658,0.394659,0.0956779,0.511669,-0.885851,0.935818,0.994144,0.0141079,-0.5741,-0.403651,-0.732263,-0.610876,-0.565432,-0.265639,-0.543122,-0.696232,-0.501895,0.0476243,0.668719,-0.686393,-0.858064,-0.770366,0.0931524,-0.759093,-0.673731,0.633265,0.130469,-0.891697,0.912265,-0.135167,0.698323,0.842915,-0.900336,0.836091,-0.793977,0.622631,-0.3187,-0.893233,-0.248214,0.970202,-0.292863,-0.785496,0.906494,-0.180333,-0.826935,0.0270572,0.356865,-0.187028,0.632089,0.368166,0.48038,-0.836403,-0.863259,0.455822,-0.220264,0.238091,-0.954166,-0.722931,0.126146
0.10794,-0.111805,0.754198,0.296902,0.00369243,0.0902046,-0.875981,-0.832446,0.644802,-0.910598,0.138551,-0.372097,-0.914491,-0.0114578,-0.351215,0.10478,-0.231163,-0.736321,0.71178,-0.647708,-0.0867385,-0.68834,0.223202,0.938172,0.0897582,-0.458653,0.555618,-0.867069,-0.545131,0.251985,-0.187637,0.646497,-0.0840429,0.851769,-0.671196,0.888105,-0.170373,0.236856,0.198068,0.23788,0.203216,-0.26672,0.528164,-0.553208,0.601075,0.70275,-0.79547,-0.0025871,-0.242248,0.885954,-0.591191,-0.724536,0.479269,-0.429392,0.0315381,0.728273,0.882668,-0.662656,-0.293264,0.657409,-0.848041,-0.556658,-0.361562,0.300911,0.787329,-0.28745,-0.858915,-0.771008,-0.211397,-0.772634,0.123417,0.450053,0.522921,-0.639353,0.946853,-0.926387,0.161347,-0.183537,0.713218,0.332327
