-11.1779,10.9398,18.5281,-12.9299,19.2627,-6.6469,-22.2404,37.5157,26.609,1.0495,-0.643104,-14.3687,22.7922,-5.62497,-26.5309,2.35116,15.9866,10.7005,11.7644,-20.0967,-6.20624,8.39008,6.18244,-7.83735,50.6236,11.4001,7.27141,18.4521,13.5046,0.0374468,22.3828,8.4008,18.376,1.55737,-0.0081264,17.4628,18.6965,25.4992,-25.2484,-1.73631,-34.0937,27.255,32.3666,-7.81979,37.7175,7.69094,-24.3973,-8.14532,6.1463,-18.2294,-37.3641,-18.5914,18.7593,-1.11054,-3.10115,0.957768,13.4726,22.2684,-9.08019,-30.2247,5.19561,11.4559,-21.2506,1.25302,-11.0779,2.93338,-4.40028,5.05059,28.7567,-27.7938,2.44565,-8.9585,12.7205,18.2786,-23.1006,24.217,-26.704,20.5449,-15.3639,-18.7807,12.8601,-6.25538,-15.7762,-16.4034,-22.6117,18.2175,-7.58277,-3.65425,-34.8162,-12.6983,-39.1801,24.0403,-3.2741,8.39528,5.51638,18.6151,-33.1655,-27.0078,17.3237,2.87334
4.19995,-8.88759,-12.9966,20.0816,-3.95838,-25.259,12.0918,12.2956,13.8561,6.20187,10.7737,6.83742,-14.3603,-7.45318,-3.01782,17.5059,-12.7095,-46.3463,-31.7766,8.38866,0.274017,43.6738,9.29738,17.8686,13.9872,-18.8938,1.53196,-7.21881,-30.0445,4.51886,23.2059,-7.47663,-2.36995,8.75133,18.4315,16.1364,16.2446,-17.1253,5.3099,11.9993,30.2995,17.6574,6.65155,16.5034,17.9698,-0.511557,-9.59962,34.3756,-26.9304,-12.9948,-3.45584,-25.9621,24.3103,1.63082,-12.2246,-11.4805,-12.3186,6.11652,6.87564,13.9071,-12.6546,-42.5847,13.4827,-11.5027,-19.2004,-29.9268,35.6367,19.8029,11.6931,30.2259,32.8389,-34.2749,8.95879,-20.0083,-17.5963,11.6433,9.37715,8.85309,16.381,18.0696,19.8406,-16.5384,1.2993,5.67542,-0.860742,-3.17963,4.97005,-44.4252,14.9439,-24.8847,11.7102,2.7969,-29.5465,-16.0146,20.4042,10.8744,-8.46179,-21.6331,19.988,-29.1383
-10.0681,-0.511918,-2.29242,4.98598,22.8375,-4.29558,-13.6215,-11.8537,-26.9806,26.2846,-29.9006,16.3093,-9.44979,-28.0307,5.08741,34.6349,1.02991,-19.9737,-23.3512,5.11733,5.48325,-19.0574,0.851067,40.4517,32.6681,2.9697,40.5069,-29.9184,11.5825,-24.2111,-32.0866,7.30479,-10.4976,-18.4172,-6.32477,16.7199,32.4344,11.6453,20.1499,-18.45,-2.28547,17.2423,10.8417,18.9033,-10.1199,10.653,-7.77992,4.66572,26.7601,27.2665,4.72624,19.0012,-6.05405,-20.6586,-28.6527,-6.08116,3.61081,-12.6517,-29.1376,-16.0002,-14.0947,8.46151,-11.133,14.545,-15.8593,-24.5024,-10.1671,25.4264,-24.415,3.01126,2.44172,-14.3612,4.16484,-6.45265,35.5578,14.1324,-21.7956,-6.62781,10.8436,-2.22963,19.0547,24.1277,5.49999,2.0298,-3.23228,-38.1233,-15.4582,0.347926,-20.6691,23.8189,-3.88581,35.411,-20.0948,-20.4715,-30.282,5.69171,11.0755,-13.3826,-19.2803,11.4985
21.4162,22.688,22.4988,15.1537,7.66437,4.88636,6.4732,-30.5642,31.0273,26.5029,-15.024,20.5827,3.33213,4.79122,2.89913,-30.7292,18.6359,-17.2332,-28.8619,-10.1315,34.9488,-11.3619,-6.34942,-26.3024,16.6915,7.09237,4.56876,12.0727,11.8595,-1.08575,-2.42409,-11.4544,36.995,3.90614,-22.4225,-13.7757,-23.1568,-12.2994,-16.7075,5.68662,-2.23529,-46.5394,21.3925,1.3828,-4.88384,-20.115,-9.92283,-6.84774,-10.3759,-20.6744,8.73275,18.886,8.18569,-17.5678,-9.41461,-0.0795452,3.10871,-4.81545,4.94552,-45.3733,-19.4443,-6.05712,-3.4001,-29.7113,22.3276,-21.8125,-6.05354,3.79871,0.373643,-18.5457,24.4275,18.2669,-11.2632,-37.05,14.415,45.8445,-11.2136,-5.13682,-14.3556,28.0026,5.59972,-5.59755,36.0393,8.81252,26.3418,25.7045,-23.9281,-6.47255,-15.6404,21.0028,36.0795,0.851092,-6.40023,-8.49409,21.1012,2.01341,-3.48782,-10.8691,3.61378,-0.63323
-31.9317,6.86698,6.95026,4.96181,14.3746,-29.5126,-39.5714,-2.08249,52.3426,-12.8946,2.82927,-4.32864,2.75002,5.2611,1.34477,17.7019,30.4653,9.32855,22.7435,23.0318,0.441753,21.9837,-9.83876,15.2075,-7.0575,6.67085,-3.65663,35.6256,6.93856,12.171,-18.5262,-25.9078,-31.6588,-43.7492,-6.04405,-20.5491,-30.6686,-3.71629,-9.61854,-40.9531,-18.0479,-9.54534,15.359,-19.1126,15.8419,-7.14044,-26.0717,-31.9136,3.6438,8.66636,13.0959,13.0551,-0.527893,1.08858,-0.755608,13.2533,24.9846,5.09616,9.48201,6.78011,26.3581,-5.89906,23.6068,-0.0976889,-34.7485,-14.6651,22.7937,14.8039,-23.9526,0.82303,10.6357,-25.0237,-8.18335,-21.1716,-6.31776,-18.671,-11.7782,8.19062,20.8635,8.72421,-7.65265,1.54989,6.35861,6.87639,1.05156,-33.3481,-1.30007,19.6759,2.75925,-20.1484,44.8471,-12.635,-4.51996,22.2641,2.48171,12.4377,12.053,-20.3128,-8.03756,2.66202
1.95146,-17.4565,-4.59511,-13.4714,2.24411,12.4105,5.5403,25.0392,43.9432,28.5693,-27.2711,18.7129,-39.7171,14.9003,-4.97754,-24.4576,2.4068,20.3812,-26.7183,-7.91836,1.87812,-20.4985,11.5968,51.9964,8.43627,-14.5158,23.2353,30.9739,13.0841,29.2195,-8.47685,4.79341,30.6064,-3.15006,-3.64532,-0.988555,-5.67282,-25.8492,-4.8303,12.443,10.7032,13.2845,-7.88958,9.874,-5.11455,0.567015,28.5147,-17.7246,-26.226,40.3016,7.46609,-8.02861,-36.4838,-18.133,9.55777,-9.18211,-16.8581,-23.8043,3.10099,15.9244,25.6455,29.5564,-20.4767,23.3583,-2.14863,4.14979,0.156924,7.68726,-8.93717,21.1475,33.9074,10.1733,12.1443,-2.88208,-33.4608,-4.21112,-19.5795,5.28534,0.187424,-23.3812,13.4232,-4.19791,23.4195,-9.48636,-14.7126,8.89525,13.1828,15.3262,23.1101,-5.08501,-4.75751,14.4299,-12.3325,20.0429,26.1715,-10.3535,-8.18162,2.0868,20.6091,16.9545
-21.3088,17.8694,-13.2431,-8.55098,-17.1259,-11.2135,22.8341,9.04124,9.59705,-5.63937,-32.0157,-23.2681,22.4189,-49.7911,-3.60395,-3.01427,43.2721,-5.6176,-8.72486,-8.11712,-38.4429,-2.37591,-21.2312,32.2666,0.191578,-5.39863,-13.6316,-11.0227,13.0027,12.3671,14.4276,-10.8051,24.5939,6.68585,6.41058,-11.8245,-8.00604,11.9205,-26.1438,36.3286,7.3966,-9.78566,-10.8381,21.2701,-27.2194,25.3216,8.83851,8.10583,-2.58675,0.118047,22.5685,-24.139,-10.4832,-10.8533,6.0917,12.2779,-12.7732,41.3063,-13.1996,-14.7069,-28.8788,-25.2312,18.8203,16.8588,19.8336,-22.9297,-1.32091,-5.01893,3.99439,5.55252,-7.05332,4.10845,-5.81258,7.19832,-20.5829,-9.78343,6.65825,11.0991,-3.76752,-15.9363,-15.8556,-7.39398,22.0473,3.90774,-16.2399,-26.8371,4.92584,24.0477,-50.4149,1.44685,16.8671,-44.5434,-25.7662,1.20076,-11.8863,16.9353,6.76831,6.43272,-10.1823,17.8973
5.73197,-11.0687,3.7266,20.2118,-21.7516,-19.3528,-21.5757,29.249,14.131,-1.84134,1.91469,14.4611,-13.9321,13.7949,-23.7653,-10.2864,-0.457363,16.0991,-37.7199,13.177,-19.7423,17.4781,30.4859,-31.8959,-9.63993,-24.9158,19.777,-17.7686,23.4456,-0.392475,-20.5397,4.55967,10.0013,-10.881,-9.05246,22.7144,-6.14326,33.6299,-10.437,23.555,35.019,11.6294,-3.49757,-43.5672,-20.6482,27.3984,-32.983,-5.17981,-15.9989,-21.1026,11.6118,-3.88657,-12.0147,-13.9069,-24.3285,28.0805,23.2237,-8.34151,20.1752,-9.82697,22.683,13.1916,-8.48105,-2.54171,10.6333,-34.6044,25.918,15.9387,-7.20036,17.6227,-18.1938,28.1686,-18.3154,37.3397,27.3191,-10.9568,8.19152,12.471,-7.96128,-14.2974,9.48787,6.13202,-18.6316,22.8859,23.3622,3.77116,8.85907,-18.1355,-21.5101,7.52274,-8.56816,-4.87194,-1.24041,13.1685,12.1462,1.89451,35.0978,5.1524,-6.58044,0.280343
-26.2372,24.3364,10.0934,-3.73783,-3.21756,-0.839703,-18.9448,10.3552,1.78742,36.0851,6.26048,9.98075,4.03073,1.53191,-4.93682,-0.243534,1.5233,-17.3952,16.0607,-37.9537,-6.158,-8.2984,2.25131,9.99015,-6.76309,-17.6952,4.75061,-12.5699,-1.04111,25.9053,21.4995,5.70169,-10.0116,11.6721,5.56717,46.1565,24.772,9.92381,0.440097,-14.7575,26.9833,-21.7109,13.2711,-17.9239,15.8562,7.63478,5.46792,-38.3997,10.4012,9.84948,-26.7866,23.0812,0.95534,9.14804,0.7809,17.168,4.86883,-6.294,2.00813,11.5388,-13.9026,-12.0282,-30.6929,23.8624,15.2568,9.85239,7.69291,13.8744,10.4509,-33.0255,18.6011,38.1078,12.4412,23.1952,-19.2151,8.30401,4.81018,14.0603,41.2015,26.8358,-33.0335,-12.1251,-6.55049,10.7509,8.80348,-3.45482,28.5841,22.2853,29.2404,25.3107,23.3684,-28.9108,-22.6447,-43.2591,2.5561,-8.54999,15.8898,-8.40447,-15.5451,-26.3745
14.7065,1.97361,-19.9135,20.2931,36.2597,-46.5492,7.24177,6.10548,3.30991,-14.1953,8.92732,-25.2159,39.8045,-23.1515,-2.15514,-21.477,-27.108,-6.55249,-5.36936,27.2376,22.1315,-10.6076,31.7874,7.06494,25.0882,1.99887,9.65365,21.4316,29.2312,19.6091,-4.84219,-5.62275,-11.8982,-44.4777,37.9632,3.32765,10.1816,0.142507,5.37988,-7.94845,20.5253,6.50033,-21.8844,11.9539,-0.410393,-9.81649,19.3122,10.6589,7.20805,-17.2026,0.336887,24.89,-14.9121,-27.2699,-43.3573,0.542948,18.555,0.0550575,0.44255,8.78611,-8.62383,6.65431,-8.01515,21.6864,8.79205,18.7801,-13.9366,2.95012,6.88582,-3.89656,1.34555,16.6313,-6.06118,-16.0183,-14.2506,21.0949,48.9193,-15.5371,-18.8497,-10.6923,-27.1907,-32.6796,-31.1417,-20.2839,-2.22571,-2.63015,-8.44859,1.1178,-4.63946,13.7801,16.1709,-14.0053,-3.42778,18.3219,9.8052,-29.7121,-14.0026,-0.43007,8.60797,-0.0135438
